Id,Label,name,support,confidence,lift,Modularity Class,In-Degree,Out-Degree,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,PageRank,Clustering Coefficient,Reciprocated Vertex Pair Ratio,Dynamic Filter
n834,.,r623,0.00230017,0.5,9.45109,7,2,1,663.29224,0.00018,0.000124,0.599832,0,0,
n833,.,r622,0.00345026,0.5,9.45109,7,2,1,2739.670758,0.00019,0.000114,0.744556,0,0,
n99,illness,150,,,,7,0,1,0,0.000155,1.00E-06,0.360958,0,0,
n832,.,r621,0.00230017,0.5,9.45109,3,2,1,5769.310559,0.000219,0.000919,0.598641,0,0,
n831,.,r620,0.00345026,0.75,9.59007,2,2,1,288.21222,0.00019,0.002333,0.545346,0,0,
n830,.,r619,0.00632547,0.52381,9.69048,7,2,1,950.329219,0.00021,0.000369,0.573567,0,0,
n829,.,r618,0.00920069,0.516129,9.75596,7,2,1,1628.073015,0.00019,8.80E-05,0.658294,0,0,
n113,life,173,,,,7,1,2,43.273567,0.000159,2.00E-06,0.713888,0,0,
n828,.,r617,0.00575043,0.555556,9.7587,6,1,1,142.560817,0.000159,1.60E-05,0.492293,0,0,
n134,neurology,212,,,,6,1,6,445.972757,0.000156,3.00E-06,1.498445,0,0,
n827,.,r616,0.00287522,0.555556,9.7587,2,2,1,149.005423,0.000191,0.002249,0.549559,0,0,
n826,.,r615,0.0109258,0.527778,9.76389,6,2,1,3151.181786,0.000185,8.30E-05,0.718608,0,0,
n23,brain,40,,,,6,19,11,35382.48046,0.000187,3.90E-05,5.970141,0,0,
n34,cognitive.science,59,,,,6,0,2,61.321537,0.000152,1.00E-06,0.597096,0,0,
n825,.,r614,0.00345026,0.5,9.76966,6,1,1,237.297126,0.000153,1.10E-05,0.57292,0,0,
n824,.,r613,0.00460035,0.5,9.76966,2,2,1,1110.016063,0.000206,0.001105,0.598133,0,0,
n823,.,r612,0.00230017,0.5,9.88068,4,2,1,1106.34922,0.000215,0.001066,0.608628,0,0,
n822,.,r611,0.00632547,0.785714,9.90114,1,4,1,4036.952177,0.000232,0.002923,0.835262,0,0,
n661,.,r450,0.00230017,0.571429,13.996,2,2,1,288.858581,0.00018,0.001278,0.610985,0,0,
n546,.,r335,0.00287522,1,18.5,2,2,1,3194.824015,0.000219,0.001213,0.576166,0,0,
n821,.,r610,0.00230017,0.666667,9.90883,2,3,1,1222.829249,0.000215,0.002452,0.70456,0,0,
n820,.,r609,0.00230017,0.666667,9.90883,7,2,1,126.615461,0.000173,0.000121,0.593541,0,0,
n819,.,r608,0.00345026,0.666667,9.90883,5,2,1,5785.10515,0.000221,0.000943,0.606001,0,0,
n818,.,r607,0.00345026,0.666667,9.90883,7,2,1,275.129133,0.000173,0.000111,0.611166,0,0,
n94,heart.health,144,,,,7,0,8,512.613135,0.00017,8.00E-06,1.61574,0,0,
n817,.,r606,0.00230017,0.666667,9.90883,5,1,1,210.368715,0.000172,7.50E-05,0.46871,0,0,
n816,.,r605,0.00460035,0.666667,9.90883,1,1,1,436.335463,0.000173,0.000299,0.52436,0,0,
n815,.,r604,0.00345026,0.666667,9.90883,1,2,1,1984.340319,0.000204,0.000561,0.587356,0,0,
n814,.,r603,0.00287522,0.5,9.99425,7,2,1,101.088743,0.000174,0.000137,0.582401,0,0,
n813,.,r602,0.0103508,0.529412,10.007,6,2,1,1470.703114,0.000191,8.80E-05,0.63798,0,0,
n812,.,r601,0.00230017,0.571429,10.0375,7,1,1,310.984562,0.000159,1.60E-05,0.560308,0,0,
n21,birds,35,,,,7,0,2,33.539923,0.000155,1.00E-06,0.588163,0,0,
n811,.,r600,0.00230017,0.571429,10.0375,2,1,1,25.431855,0.000174,0.001125,0.414753,0,0,
n810,.,r599,0.0178263,0.54386,10.0614,4,2,1,1658.528325,0.000215,0.001062,0.658989,0,0,
n809,.,r598,0.00230017,0.8,10.0812,4,2,1,3191.808355,0.000215,0.001062,0.654711,0,0,
n808,.,r597,0.00230017,0.8,10.0812,4,2,1,1278.007419,0.000215,0.001065,0.633128,0,0,
n807,.,r596,0.00230017,0.8,10.0812,4,1,1,110.547392,0.000173,0.000198,0.495837,0,0,
n806,.,r595,0.00230017,0.8,10.0812,1,4,1,4036.952177,0.000232,0.002923,0.835262,0,0,
n805,.,r594,0.00230017,1,10.1105,2,4,1,5736.738126,0.000241,0.003299,0.823168,0,0,
n804,.,r593,0.00230017,1,10.1105,2,4,1,3320.906904,0.000226,0.004226,0.816947,0,0,
n803,.,r592,0.00230017,1,10.1105,1,3,1,1662.083406,0.000218,0.002556,0.69248,0,0,
n802,.,r591,0.00287522,1,10.1105,1,3,1,1414.93056,0.000206,0.002024,0.700169,0,0,
n801,.,r590,0.00345026,1,10.1105,2,3,1,957.77477,0.000215,0.002431,0.685876,0,0,
n800,.,r589,0.00230017,1,10.1105,2,3,1,4077.923435,0.00023,0.0024,0.688075,0,0,
n466,.,r255,0.00230017,1,26.3485,2,2,1,1764.648226,0.000206,0.001022,0.612248,0,0,
n439,.,r228,0.00230017,0.571429,30.1126,2,2,1,528.915722,0.000187,0.001246,0.61196,0,0,
n446,.,r235,0.00230017,0.571429,29.2269,2,1,1,2410,0.000151,0.000108,0.667263,0,0,
n799,.,r588,0.00230017,1,10.1105,2,3,1,759.895218,0.000197,0.003214,0.696369,0,0,
n798,.,r587,0.00230017,1,10.1105,2,3,1,2374.568143,0.000223,0.003272,0.710481,0,0,
n797,.,r586,0.00230017,1,10.1105,2,3,1,1949.488407,0.000224,0.003451,0.684691,0,0,
n796,.,r585,0.00230017,1,10.1105,2,3,1,2036.379036,0.00022,0.003102,0.682141,0,0,
n795,.,r584,0.00230017,1,10.1105,2,3,1,418.82387,0.000197,0.003327,0.681854,0,0,
n794,.,r583,0.00287522,1,10.1105,2,2,1,395.981993,0.000194,0.002374,0.575388,0,0,
n793,.,r582,0.00230017,1,10.1105,2,2,1,720.186099,0.000214,0.002328,0.549885,0,0,
n792,.,r581,0.00230017,1,10.1105,5,3,1,1880.6154,0.000225,0.0014,0.716106,0,0,
n791,.,r580,0.00287522,0.555556,10.1696,3,3,1,3645.804539,0.000213,0.000367,0.758026,0,0,
n790,.,r579,0.00230017,0.8,10.2294,7,1,1,331.983279,0.000155,1.70E-05,0.508029,0,0,
n123,mental.health,190,,,,7,4,3,2988.903198,0.000172,2.20E-05,1.555443,0,0,
n789,.,r578,0.00632547,0.52381,10.2349,7,2,1,1060.753064,0.00019,0.000115,0.631639,0,0,
n121,medical.research,184,,,,7,0,3,71.313715,0.000176,6.00E-06,0.68434,0,0,
n788,.,r577,0.00345026,0.545455,10.3103,11,2,1,1101.532922,0.00019,0.000115,0.659459,0,0,
n26,cancer,46,,,,11,0,2,21.0488,0.000176,5.00E-06,0.521687,0,0,
n787,.,r576,0.00345026,0.545455,10.3103,7,1,1,166.990602,0.000172,7.00E-05,0.469111,0,0,
n786,.,r575,0.0040253,0.7,10.4043,7,2,1,815.441054,0.000192,0.000142,0.58065,0,0,
n785,.,r574,0.00920069,0.551724,10.4288,5,2,1,46.421361,0.000163,0.000203,0.583811,0,0,
n784,.,r573,0.00230017,0.571429,10.4602,5,1,1,2410,0.000162,0.000118,0.657908,0,0,
n87,Google,136,,,,5,0,1,0,0.000136,1.00E-06,0.429611,0,0,
n783,.,r572,0.00230017,0.571429,10.4602,4,2,1,2626.507153,0.000215,0.001059,0.65556,0,0,
n782,.,r571,0.00287522,0.833333,10.5012,1,3,1,2642.698759,0.000215,0.002994,0.693742,0,0,
n781,.,r570,0.00575043,0.714286,10.6166,7,2,1,114.920902,0.000173,0.00012,0.58857,0,0,
n163,public.health,259,,,,7,0,15,2410.924252,0.000187,4.00E-05,2.630761,0,0,
n780,.,r569,0.00287522,0.714286,10.6166,11,3,1,5676.935599,0.000228,0.000481,0.723786,0,0,
n779,.,r568,0.00517539,0.5625,10.6325,6,3,1,29481.30828,0.000232,0.001008,0.757309,0,0,
n778,.,r567,0.00345026,0.545455,10.6578,1,2,1,240.352748,0.000173,5.00E-05,0.663032,0,0,
n140,open.source,224,,,,1,1,3,260.841312,0.000166,1.20E-05,0.895285,0,0,
n777,.,r566,0.00230017,0.5,10.7346,1,2,1,743.517167,0.000195,0.000399,0.61835,0,0,
n776,.,r565,0.00287522,0.5,10.7346,1,2,1,2882.50833,0.000209,0.000333,0.611042,0,0,
n775,.,r564,0.00230017,0.5,10.7346,1,2,1,712.942921,0.000196,0.0004,0.615219,0,0,
n774,.,r563,0.00230017,0.5,10.7346,1,1,1,14.990641,0.000158,3.30E-05,0.475569,0,0,
n773,.,r562,0.00345026,0.5,10.7346,7,2,1,275.129133,0.000173,0.000111,0.611166,0,0,
n772,.,r561,0.00230017,0.571429,10.8012,6,2,1,2107.517468,0.000195,0.000102,0.622469,0,0,
n771,.,r560,0.00287522,0.555556,10.8552,7,2,1,1835.248693,0.000215,0.000409,0.578098,0,0,
n770,.,r559,0.0103508,0.580645,10.9755,1,2,1,954.472146,0.000203,0.000402,0.615485,0,0,
n769,.,r558,0.00230017,0.5,11.0063,4,2,1,2299.713778,0.000212,0.001106,0.601039,0,0,
n53,democracy,87,,,,4,1,7,784.601982,0.000182,6.80E-05,1.568989,0,0,
n768,.,r557,0.0040253,0.875,11.0263,1,3,1,1414.93056,0.000206,0.002024,0.700169,0,0,
n767,.,r556,0.00345026,0.75,11.1474,6,2,1,1828.151061,0.000186,8.40E-05,0.646796,0,0,
n766,.,r555,0.00230017,0.571429,11.1653,5,2,1,727.415728,0.000216,0.001023,0.57587,0,0,
n765,.,r554,0.00460035,0.615385,11.2648,4,2,1,471.513797,0.000185,0.0003,0.590717,0,0,
n764,.,r553,0.00230017,0.571429,11.2922,7,1,1,63.604613,0.000157,4.40E-05,0.463727,0,0,
n763,.,r552,0.00345026,0.6,11.3413,5,3,1,10392.20353,0.000238,0.001745,0.71319,0,0,
n762,.,r551,0.00230017,0.571429,11.422,1,3,1,752.632104,0.000198,0.000765,0.710076,0,0,
n761,.,r550,0.00230017,0.571429,11.422,1,2,1,1210.578775,0.000208,0.00107,0.59413,0,0,
n760,.,r549,0.00230017,0.571429,11.422,1,1,1,2410,0.000173,0.000154,0.65555,0,0,
n109,Latin.America,168,,,,1,0,1,0,0.000143,2.00E-06,0.428609,0,0,
n759,.,r548,0.00230017,0.571429,11.422,5,3,1,1146.492472,0.000218,0.001223,0.709388,0,0,
n758,.,r547,0.00287522,0.625,11.4408,6,2,1,625.967988,0.000194,0.000501,0.58824,0,0,
n757,.,r546,0.00287522,0.625,11.4408,2,3,1,546.330173,0.000198,0.003456,0.680151,0,0,
n756,.,r545,0.00575043,0.625,11.5625,1,2,1,1367.747262,0.000191,0.000386,0.611605,0,0,
n507,.,r296,0.00230017,1,21.4691,7,2,1,1673.764849,0.000184,5.70E-05,0.665949,0,0,
n755,.,r544,0.00345026,0.545455,11.7104,7,2,1,1673.764849,0.000184,5.70E-05,0.665949,0,0,
n754,.,r543,0.00230017,0.666667,11.7104,7,2,1,286.635972,0.00016,1.80E-05,0.696799,0,0,
n84,genetics,129,,,,11,3,2,833.630056,0.000176,9.00E-06,1.106285,0,0,
n540,.,r329,0.00230017,1,18.9022,7,2,1,286.635972,0.00016,1.80E-05,0.696799,0,0,
n477,.,r266,0.00230017,0.8,24.8429,7,2,1,2457.410456,0.000184,7.30E-05,0.711237,0,0,
n753,.,r542,0.00230017,0.666667,11.7104,7,2,1,1750.757969,0.00019,8.80E-05,0.673184,0,0,
n13,bacteria,23,,,,7,0,3,71.201242,0.000155,2.00E-06,0.766439,0,0,
n752,.,r541,0.00230017,0.666667,11.7104,6,2,1,915.06393,0.000171,2.70E-05,0.661447,0,0,
n751,.,r540,0.00230017,0.666667,11.7104,6,1,1,237.297126,0.000153,1.10E-05,0.57292,0,0,
n135,neuroscience,213,,,,6,0,2,61.321537,0.000152,1.00E-06,0.597096,0,0,
n750,.,r539,0.00862565,0.6,11.7236,7,3,1,4840.618175,0.000213,0.000204,0.746596,0,0,
n749,.,r538,0.00287522,0.625,11.8139,7,3,1,179.29218,0.000174,0.000148,0.731478,0,0,
n748,.,r537,0.00287522,0.625,11.8139,7,2,1,50.065074,0.00017,8.10E-05,0.584039,0,0,
n747,.,r536,0.00287522,0.625,11.8139,7,3,1,3971.900013,0.000219,0.000432,0.739514,0,0,
n469,.,r258,0.00287522,0.833333,25.878,2,2,1,2510.971366,0.000187,0.001177,0.747063,0,0,
n746,.,r535,0.00230017,0.8,11.8906,2,3,1,1439.589318,0.000205,0.00192,0.713776,0,0,
n745,.,r534,0.00230017,0.8,11.8906,1,2,1,398.995782,0.000182,0.001521,0.591941,0,0,
n744,.,r533,0.00230017,0.8,11.8906,5,2,1,601.219517,0.000187,0.000133,0.604538,0,0,
n743,.,r532,0.00230017,0.8,11.8906,7,2,1,6717.314021,0.000221,0.000946,0.583807,0,0,
n742,.,r531,0.00230017,0.8,11.8906,7,2,1,1724.910514,0.000196,0.000142,0.614799,0,0,
n741,.,r530,0.00230017,0.8,11.8906,7,1,1,41.643546,0.000172,7.90E-05,0.446515,0,0,
n740,.,r529,0.00690052,0.8,11.8906,7,1,1,2410,0.000172,6.80E-05,0.665266,0,0,
n200,Vaccines,316,,,,7,0,1,0,0.000143,1.00E-06,0.432738,0,0,
n739,.,r528,0.00230017,0.8,11.8906,7,3,1,1916.143373,0.000197,0.000209,0.728089,0,0,
n738,.,r527,0.0040253,0.636364,12.0287,4,1,1,34.259889,0.000173,0.000207,0.465946,0,0,
n737,.,r526,0.0120759,0.954545,12.0287,11,3,1,7857.621523,0.000235,0.001226,0.732599,0,0,
n33,climate.change,57,,,,11,4,4,1309.722791,0.000194,6.10E-05,1.443396,0,0,
n736,.,r525,0.00230017,0.5,12.0764,1,2,1,1056.359211,0.000186,0.000201,0.615248,0,0,
n735,.,r524,0.00230017,0.5,12.0764,1,2,1,2101.223497,0.000211,0.000374,0.593818,0,0,
n734,.,r523,0.00345026,0.5,12.0764,1,2,1,1511.687662,0.000193,9.80E-05,0.616629,0,0,
n733,.,r522,0.00230017,0.5,12.0764,5,3,1,1555.704233,0.000219,0.00121,0.725112,0,0,
n732,.,r521,0.00230017,0.666667,12.2035,5,3,1,981.892068,0.000216,0.001071,0.721102,0,0,
n731,.,r520,0.00230017,0.666667,12.2035,5,2,1,399.369469,0.000182,0.000343,0.58782,0,0,
n730,.,r519,0.00230017,0.666667,12.2035,5,2,1,1200.51095,0.000216,0.000994,0.59294,0,0,
n729,.,r518,0.00230017,0.666667,12.2035,5,2,1,1538.249748,0.000212,0.001065,0.573064,0,0,
n728,.,r517,0.00230017,0.666667,12.2035,6,2,1,2030.685633,0.000212,0.001028,0.600322,0,0,
n727,.,r516,0.00230017,0.666667,12.2035,6,2,1,3151.181786,0.000185,8.30E-05,0.718608,0,0,
n726,.,r515,0.00575043,0.625,12.2121,7,3,1,2319.187719,0.000215,0.000437,0.721006,0,0,
n725,.,r514,0.00517539,0.5,12.2465,4,2,1,471.513797,0.000185,0.0003,0.590717,0,0,
n724,.,r513,0.00230017,0.5,12.2465,7,2,1,1979.414934,0.000208,0.00033,0.625409,0,0,
n723,.,r512,0.00230017,0.5,12.2465,6,2,1,2384.505385,0.0002,0.000386,0.675753,0,0,
n722,.,r511,0.00230017,0.5,12.2465,7,1,1,72.543972,0.000168,3.10E-05,0.46458,0,0,
n721,.,r510,0.00287522,0.5,12.2465,6,1,1,982.462068,0.00016,2.70E-05,0.576878,0,0,
n720,.,r509,0.00230017,0.5,12.2465,1,2,1,1114.896124,0.00019,0.000391,0.617453,0,0,
n719,.,r508,0.00230017,0.571429,12.2681,1,2,1,1679.74538,0.000195,0.000391,0.67618,0,0,
n718,.,r507,0.00230017,0.571429,12.2681,7,1,1,236.201223,0.000159,1.60E-05,0.527496,0,0,
n717,.,r506,0.0040253,0.7,12.296,2,2,1,1259.225559,0.000191,0.00191,0.633342,0,0,
n716,.,r505,0.00230017,0.666667,12.3333,7,3,1,4840.618175,0.000213,0.000204,0.746596,0,0,
n715,.,r504,0.00287522,0.833333,12.386,1,2,1,245.573968,0.000185,0.000398,0.567294,0,0,
n714,.,r503,0.00287522,0.625,12.4928,7,2,1,1151.581322,0.000191,8.90E-05,0.637777,0,0,
n713,.,r502,0.00287522,0.714286,12.5469,3,2,1,1977.147897,0.000188,7.70E-05,0.618723,0,0,
n712,.,r501,0.00230017,0.571429,12.5787,7,3,1,2523.624138,0.000198,0.000196,0.74552,0,0,
n711,.,r500,0.00345026,0.666667,12.6014,4,3,1,4905.2687,0.00024,0.003107,0.688568,0,0,
n710,.,r499,0.00230017,0.5,12.6014,7,3,1,1725.969942,0.000195,0.000157,0.740989,0,0,
n709,.,r498,0.00230017,0.666667,12.6014,4,3,1,4123.144029,0.000232,0.001973,0.738331,0,0,
n708,.,r497,0.00287522,1,12.6014,4,3,1,1626.285842,0.000215,0.001085,0.775333,0,0,
n707,.,r496,0.00230017,1,12.6014,7,2,1,4320.186565,0.000208,0.000475,0.582275,0,0,
n706,.,r495,0.00460035,0.666667,12.6014,7,2,1,406.491691,0.000177,8.50E-05,0.595301,0,0,
n705,.,r494,0.00230017,0.666667,12.6014,4,2,1,906.091525,0.000213,0.00101,0.615905,0,0,
n704,.,r493,0.00230017,0.5,12.6014,4,2,1,139.186663,0.000177,0.000295,0.61297,0,0,
n703,.,r492,0.00230017,1,12.6014,2,2,1,814.37649,0.000205,0.001039,0.629634,0,0,
n174,social.media,278,,,,2,0,2,33.121352,0.000179,2.70E-05,0.491647,0,0,
n702,.,r491,0.00230017,0.5,12.6014,4,2,1,964.192805,0.000215,0.001074,0.603238,0,0,
n701,.,r490,0.0080506,1,12.6014,4,2,1,93.254467,0.000173,0.000217,0.638042,0,0,
n279,.,r68,0.00287522,1,62.1071,4,2,1,209.750847,0.000173,0.000212,0.665855,0,0,
n700,.,r489,0.00345026,1,12.6014,4,2,1,209.750847,0.000173,0.000212,0.665855,0,0,
n699,.,r488,0.00230017,1,12.6014,4,2,1,1613.208957,0.000215,0.001062,0.643231,0,0,
n698,.,r487,0.00345026,1,12.6014,4,2,1,4191.999049,0.000215,0.001059,0.663317,0,0,
n697,.,r486,0.00230017,1,12.6014,3,1,1,381.928785,0.00018,2.50E-05,0.513124,0,0,
n141,parenting,229,,,,3,1,3,88.832643,0.000157,1.00E-06,0.969681,0,0,
n696,.,r485,0.00632547,0.578947,12.7442,8,1,1,38.154322,0.000166,3.00E-05,0.471546,0,0,
n695,.,r484,0.00230017,0.5,12.7868,3,1,1,2410,0.000162,2.60E-05,0.67598,0,0,
n182,student,293,,,,3,0,1,0,0.000136,0,0.437292,0,0,
n694,.,r483,0.00287522,1,12.7868,2,1,1,248.49106,0.000172,0.000793,0.46925,0,0,
n693,.,r482,0.0040253,0.7,12.95,1,2,1,2432.520129,0.000217,0.000942,0.592505,0,0,
n692,.,r481,0.0040253,0.538462,13.0053,7,1,1,2996.5,0.000172,6.80E-05,0.593441,0,0,
n137,obesity,219,,,,7,0,2,602,0.000143,1.00E-06,0.696476,0,0,
n691,.,r480,0.0040253,0.875,13.0053,6,1,1,97.393768,0.000153,1.20E-05,0.501108,0,0,
n690,.,r479,0.00345026,0.666667,13.0262,7,1,1,7.816455,0.000166,4.00E-05,0.441985,0,0,
n689,.,r478,0.00460035,0.533333,13.0629,6,3,1,2805.791287,0.00022,0.0014,0.723333,0,0,
n688,.,r477,0.00287522,0.714286,13.0752,4,3,1,3269.249802,0.000231,0.001902,0.70593,0,0,
n687,.,r476,0.00345026,0.5,13.1742,1,2,1,1573.556434,0.000202,0.000432,0.597098,0,0,
n686,.,r475,0.00345026,0.545455,13.1742,4,2,1,632.889251,0.000214,0.000995,0.578771,0,0,
n252,.,r41,0.00345026,0.545455,86.2314,2,1,1,12.542605,0.000134,0.0001,0.488752,0,0,
n685,.,r474,0.0040253,0.5,13.1742,2,2,1,979.091877,0.000191,0.001917,0.604056,0,0,
n684,.,r473,0.00287522,0.714286,13.2143,1,4,1,4036.952177,0.000232,0.002923,0.835262,0,0,
n683,.,r472,0.00230017,0.666667,13.3257,1,2,1,679.212629,0.000187,0.000258,0.588016,0,0,
n682,.,r471,0.00230017,0.666667,13.3257,1,2,1,1009.884906,0.000208,0.001086,0.578197,0,0,
n681,.,r470,0.00230017,0.666667,13.3257,1,2,1,2119.201237,0.000195,0.000522,0.675254,0,0,
n199,urban.planning,315,,,,1,0,2,16.444329,0.000158,8.00E-06,0.567622,0,0,
n680,.,r469,0.00230017,0.666667,13.3257,6,3,1,29481.30828,0.000232,0.001008,0.757309,0,0,
n679,.,r468,0.00345026,0.545455,13.3598,11,3,1,17350.40236,0.000236,0.000998,0.739682,0,0,
n678,.,r467,0.00287522,0.555556,13.4182,8,2,1,590.915669,0.000176,5.00E-05,0.651036,0,0,
n20,biosphere,33,,,,8,1,8,1057.152166,0.00016,4.00E-06,1.855248,0,0,
n16,biodiversity,29,,,,8,7,6,15469.52398,0.000188,2.60E-05,2.63787,0,0,
n677,.,r466,0.00287522,0.555556,13.4182,11,2,1,2165.626471,0.00021,0.000342,0.652376,0,0,
n676,.,r465,0.00287522,0.714286,13.5016,6,1,1,34.162638,0.000153,1.30E-05,0.491048,0,0,
n126,mind,196,,,,6,0,8,745.637098,0.000156,6.00E-06,1.617826,0,0,
n675,.,r464,0.00517539,0.692308,13.5272,6,2,1,367.438742,0.000163,3.90E-05,0.648422,0,0,
n674,.,r463,0.00287522,0.555556,13.6072,7,1,1,76.214185,0.000159,1.70E-05,0.492089,0,0,
n673,.,r462,0.0040253,0.777778,13.6622,4,2,1,768.326663,0.000214,0.001003,0.570837,0,0,
n672,.,r461,0.00747556,0.52,13.7012,11,3,1,6136.992151,0.000224,0.00043,0.740995,0,0,
n671,.,r460,0.00230017,0.571429,13.8016,5,2,1,601.219517,0.000187,0.000133,0.604538,0,0,
n670,.,r459,0.00230017,0.5,13.8016,1,1,1,434.768123,0.000173,0.000156,0.532472,0,0,
n669,.,r458,0.00517539,0.692308,13.8382,6,3,1,3401.535541,0.000197,0.000128,0.779843,0,0,
n668,.,r457,0.00287522,0.714286,13.9567,6,2,1,1492.738589,0.000185,8.50E-05,0.636736,0,0,
n667,.,r456,0.00287522,0.714286,13.9567,4,2,1,7635.645585,0.000206,0.000274,0.594772,0,0,
n666,.,r455,0.00230017,0.571429,13.996,3,2,1,1729.330276,0.000187,6.20E-05,0.633595,0,0,
n665,.,r454,0.00230017,0.571429,13.996,6,2,1,1561.068765,0.000192,6.80E-05,0.626417,0,0,
n664,.,r453,0.00230017,0.571429,13.996,7,2,1,203.705859,0.000169,7.10E-05,0.628859,0,0,
n277,.,r66,0.00287522,0.555556,64.4074,6,1,1,2410,0.000135,2.00E-06,0.835966,0,0,
n663,.,r452,0.00230017,0.571429,13.996,6,2,1,4786.505385,0.0002,0.000386,0.705732,0,0,
n662,.,r451,0.00230017,0.571429,13.996,6,2,1,1751.584887,0.00019,0.0001,0.624956,0,0,
n660,.,r449,0.00230017,0.5,14.0242,3,2,1,1249.869231,0.000191,6.20E-05,0.619523,0,0,
n659,.,r448,0.00230017,0.8,14.0525,12,2,1,4674.290017,0.000191,9.40E-05,0.641321,0,0,
n171,sex,269,,,,12,3,4,5500.050992,0.000182,2.30E-05,1.52596,0,0,
n658,.,r447,0.00230017,0.8,14.0525,7,2,1,870.785486,0.000179,8.40E-05,0.639528,0,0,
n657,.,r446,0.00230017,0.8,14.0525,7,2,1,2647.097742,0.00019,8.80E-05,0.705996,0,0,
n656,.,r445,0.00230017,0.8,14.0525,7,3,1,2319.187719,0.000215,0.000437,0.721006,0,0,
n655,.,r444,0.00517539,0.75,14.1766,8,2,1,423.511158,0.000167,3.00E-05,0.649811,0,0,
n654,.,r443,0.00287522,0.555556,14.2075,2,3,1,4077.923435,0.00023,0.0024,0.688075,0,0,
n653,.,r442,0.00230017,0.571429,14.4017,8,2,1,1249.869231,0.000191,6.20E-05,0.619523,0,0,
n652,.,r441,0.00230017,0.571429,14.6134,8,2,1,9430.88423,0.000218,0.000897,0.611884,0,0,
n651,.,r440,0.00230017,0.571429,14.6134,8,2,1,1296.604013,0.000209,0.00033,0.610151,0,0,
n650,.,r439,0.00230017,0.571429,14.6134,4,1,1,104.024486,0.000162,0.000102,0.51066,0,0,
n649,.,r438,0.00287522,0.555556,14.638,5,3,1,3051.980136,0.000231,0.001932,0.710356,0,0,
n648,.,r437,0.00230017,0.8,14.6442,3,2,1,3658.620454,0.000209,0.000927,0.653419,0,0,
n211,youth,335,0.00345026,1,217.375,3,0,3,305.600987,0.000167,1.10E-05,0.745619,0,0,
n647,.,r436,0.00230017,0.666667,14.6751,2,1,1,13.811006,0.000173,0.001045,0.413898,0,0,
n646,.,r435,0.0155262,0.794118,14.6912,7,3,1,7111.890484,0.000225,0.000775,0.72088,0,0,
n645,.,r434,0.0040253,0.777778,14.7017,2,3,1,8147.734828,0.000225,0.002468,0.687308,0,0,
n644,.,r433,0.00230017,0.8,14.8,2,2,1,132.013506,0.000191,0.002168,0.548703,0,0,
n643,.,r432,0.0115009,0.8,14.8,2,1,1,37.23732,0.000172,0.000887,0.42342,0,0,
n642,.,r431,0.00460035,0.8,14.8,2,3,1,5433.736672,0.000241,0.003166,0.687577,0,0,
n641,.,r430,0.00345026,0.75,14.821,7,3,1,2287.317951,0.000198,0.000167,0.757513,0,0,
n640,.,r429,0.00230017,1,14.8632,7,3,1,2284.36873,0.000215,0.000407,0.728028,0,0,
n639,.,r428,0.00230017,1,14.8632,7,3,1,179.29218,0.000174,0.000148,0.731478,0,0,
n638,.,r427,0.00287522,1,14.8632,1,2,1,741.990655,0.000182,0.001515,0.605445,0,0,
n441,.,r230,0.0040253,0.583333,29.8358,7,2,1,622.966407,0.000179,9.50E-05,0.611826,0,0,
n405,.,r194,0.00230017,0.666667,33.1238,7,3,1,19632.86426,0.000239,0.001019,0.734466,0,0,
n637,.,r426,0.00230017,1,14.8632,7,2,1,622.966407,0.000179,9.50E-05,0.611826,0,0,
n636,.,r425,0.00345026,1,14.8632,7,2,1,1806.118432,0.000214,0.000379,0.58512,0,0,
n635,.,r424,0.00287522,1,14.8632,7,2,1,92.509642,0.000173,0.000107,0.589423,0,0,
n596,.,r385,0.00230017,0.666667,16.3286,7,2,1,92.509642,0.000173,0.000107,0.589423,0,0,
n581,.,r370,0.00230017,0.571429,17.4336,7,2,1,50.065074,0.00017,8.10E-05,0.584039,0,0,
n529,.,r318,0.00230017,1,19.5393,7,3,1,2284.36873,0.000215,0.000407,0.728028,0,0,
n527,.,r316,0.00230017,0.8,19.5944,7,2,1,918.400602,0.000209,0.000339,0.580589,0,0,
n488,.,r277,0.00230017,1,24.493,7,3,1,179.29218,0.000174,0.000148,0.731478,0,0,
n634,.,r423,0.00460035,1,14.8632,7,2,1,1313.762741,0.000195,9.30E-05,0.630527,0,0,
n633,.,r422,0.00230017,1,14.8632,8,1,1,301.158431,0.000176,4.20E-05,0.478559,0,0,
n125,military,195,,,,4,0,1,0,0.00017,1.10E-05,0.357667,0,0,
n632,.,r421,0.00460035,0.615385,14.8632,4,2,1,2756.906945,0.000214,0.000968,0.732941,0,0,
n631,.,r420,0.00230017,0.571429,15.0563,1,2,1,517.237553,0.000176,5.20E-05,0.643605,0,0,
n64,energy,101,,,,1,5,3,2223.814863,0.000184,1.90E-05,1.596133,0,0,
n630,.,r419,0.00287522,0.625,15.0955,1,1,1,2410,0.000176,4.10E-05,0.674507,0,0,
n156,pollution,245,,,,1,0,1,0,0.000145,0,0.436666,0,0,
n629,.,r418,0.00287522,0.625,15.0955,7,3,1,3971.900013,0.000219,0.000432,0.739514,0,0,
n628,.,r417,0.00230017,0.8,15.1217,7,2,1,938.076525,0.000191,0.000115,0.609415,0,0,
